                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 0.6988,                 2.5162,                 1.1428,                0.86106,                0.90235,                0.95135,                0.87832,                0.41298,                0.71052,                0.91792,             1.4071e-05,             1.4071e-05,             1.4071e-05
                     28,                0.71887,                 2.5912,                 1.1801,                0.85836,                0.93936,                0.96118,                0.88793,                0.41091,                0.68761,                0.91492,             1.3497e-05,             1.3497e-05,             1.3497e-05
                     29,                0.65578,                 2.3546,                 1.1236,                0.90197,                0.92044,                 0.9653,                0.89518,                 0.4098,                 0.6748,                0.91316,             1.2922e-05,             1.2922e-05,             1.2922e-05
                     30,                0.67897,                 2.3464,                 1.1326,                0.88641,                0.94398,                0.96679,                0.89559,                0.40817,                0.66882,                0.91115,             1.2348e-05,             1.2348e-05,             1.2348e-05
                     31,                0.67621,                 2.1925,                 1.1203,                0.90754,                0.94843,                 0.9725,                0.90056,                0.40397,                0.64421,                0.90777,             1.1774e-05,             1.1774e-05,             1.1774e-05
                     32,                0.68211,                 2.3195,                 1.1102,                0.91978,                0.94941,                0.97877,                0.90702,                0.40098,                0.61736,                0.90581,               1.12e-05,               1.12e-05,               1.12e-05
                     33,                0.66958,                 2.2044,                  1.101,                0.95416,                0.95617,                0.98099,                0.91025,                0.39709,                0.58569,                0.90246,             1.0626e-05,             1.0626e-05,             1.0626e-05
                     34,                0.65793,                 2.2113,                 1.0989,                0.95729,                0.95108,                0.98388,                0.91386,                0.39263,                0.57087,                0.90031,             1.0051e-05,             1.0051e-05,             1.0051e-05
                     35,                 0.7017,                 2.2167,                 1.1269,                0.93414,                0.97441,                0.98423,                 0.9136,                0.38948,                 0.5632,                0.89913,             9.4772e-06,             9.4772e-06,             9.4772e-06
                     36,                0.63867,                 2.1572,                 1.0892,                  0.964,                0.94763,                 0.9853,                0.91778,                0.38289,                0.54896,                0.89559,              8.903e-06,              8.903e-06,              8.903e-06
                     37,                0.64869,                 2.3152,                 1.1103,                 0.9744,                 0.9519,                0.98675,                0.92009,                0.38066,                 0.5413,                0.89331,             8.3288e-06,             8.3288e-06,             8.3288e-06
                     38,                0.64517,                 2.1103,                 1.1154,                0.96693,                0.94773,                0.98614,                0.92052,                0.37955,                0.52994,                 0.8929,             7.7546e-06,             7.7546e-06,             7.7546e-06
                     39,                0.66122,                 2.1602,                   1.14,                0.96774,                0.95936,                0.98922,                0.92455,                0.37881,                0.52033,                0.89158,             7.1804e-06,             7.1804e-06,             7.1804e-06
                     40,                0.65236,                 2.1518,                 1.1179,                 0.9704,                0.95557,                0.98861,                0.92557,                0.37755,                0.51599,                0.89173,             6.6062e-06,             6.6062e-06,             6.6062e-06
                     41,                0.42325,                 2.1517,                0.94876,                0.95426,                0.98053,                0.99197,                0.92893,                0.37569,                0.52419,                 0.8913,              6.032e-06,              6.032e-06,              6.032e-06
                     42,                0.43089,                 2.2487,                0.97124,                0.97451,                0.96132,                0.99146,                0.92897,                0.37773,                0.53557,                0.89366,             5.4578e-06,             5.4578e-06,             5.4578e-06
                     43,                0.46045,                 2.2867,                0.99852,                 0.9786,                0.96302,                0.99225,                 0.9294,                0.38176,                0.54691,                0.89551,             4.8836e-06,             4.8836e-06,             4.8836e-06
                     44,                0.41993,                 2.2383,                0.93175,                0.96326,                0.97316,                0.99158,                0.92808,                0.38033,                0.53234,                0.89433,             4.3094e-06,             4.3094e-06,             4.3094e-06
                     45,                0.42004,                 2.3063,                0.96404,                0.97475,                0.97041,                0.99225,                0.93042,                0.37947,                0.51409,                0.89364,             3.7352e-06,             3.7352e-06,             3.7352e-06
                     46,                0.41234,                 2.2419,                0.92902,                 0.9633,                0.97561,                0.99098,                0.93011,                0.37942,                 0.5056,                0.89278,              3.161e-06,              3.161e-06,              3.161e-06
                     47,                0.41443,                 2.1843,                0.93883,                0.97645,                0.97392,                0.99225,                0.93054,                0.37737,                0.49492,                0.89231,             2.5868e-06,             2.5868e-06,             2.5868e-06
                     48,                0.41912,                 2.1389,                0.92834,                0.98212,                0.97549,                0.99328,                0.93339,                0.37598,                0.49006,                0.89124,             2.0126e-06,             2.0126e-06,             2.0126e-06
                     49,                0.41876,                  2.123,                0.92314,                0.97942,                0.97436,                0.99225,                0.93294,                0.37396,                 0.4893,                0.88963,             1.4384e-06,             1.4384e-06,             1.4384e-06
                     50,                0.42991,                 2.0754,                0.95553,                0.97482,                0.97275,                0.99225,                0.93105,                0.37325,                0.49002,                0.88961,              8.642e-07,              8.642e-07,              8.642e-07
