                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 2.7311,                 4.6192,                 3.4855,                0.00107,                   0.24,                0.00893,                0.00281,                 2.3752,                 5.1857,                 3.7859,             0.00047393,             0.00047393,             0.00047393
                     12,                 2.6807,                 4.5527,                 3.3889,                0.00027,                0.04667,                0.00017,                  3e-05,                 2.6953,                 5.2231,                 4.0164,             0.00046872,             0.00046872,             0.00046872
                     13,                 2.6199,                 4.4522,                 3.3852,                0.00027,                0.04667,                0.00017,                  3e-05,                 2.8875,                 5.3151,                 4.0993,             0.00046351,             0.00046351,             0.00046351
                     14,                 2.7988,                  4.513,                 3.3724,                 0.0123,                0.22667,                0.05219,                0.02554,                 2.7906,                 5.3632,                 3.8579,              0.0004583,              0.0004583,              0.0004583
                     15,                 2.6731,                 4.3794,                  3.309,                0.93077,                0.07078,                0.08936,                0.04838,                 2.1761,                 6.7969,                 2.9423,              0.0004531,              0.0004531,              0.0004531
                     16,                 2.6532,                 4.3409,                 3.2979,                0.85488,                0.04904,                0.08227,                0.03998,                 2.1839,                 9.1131,                 2.9251,             0.00044789,             0.00044789,             0.00044789
                     17,                 2.5432,                 4.1824,                 3.1384,                0.39382,                0.18504,                0.08835,                0.04028,                 2.3081,                 5.5772,                 3.0875,             0.00044268,             0.00044268,             0.00044268
                     18,                 2.4767,                 4.1512,                 3.0845,                0.31069,                0.07462,                0.10539,                0.04489,                 2.2304,                 5.1588,                 3.0894,             0.00043747,             0.00043747,             0.00043747
                     19,                 2.5827,                 4.1021,                  3.134,                0.00953,                0.83333,                0.08821,                0.04804,                 2.0358,                 4.8948,                 3.0854,             0.00043227,             0.00043227,             0.00043227
                     20,                 2.4161,                 4.0312,                 3.0275,                0.55308,                0.16504,                 0.2323,                0.12594,                 1.8815,                 4.4127,                 2.8115,             0.00042706,             0.00042706,             0.00042706
                     21,                 2.3434,                 3.9483,                  2.947,                0.00546,                0.85333,                0.22444,                0.09872,                  2.099,                   4.57,                 3.1431,             0.00042185,             0.00042185,             0.00042185
                     22,                 2.2852,                  3.945,                 2.8769,                0.36252,                0.16792,                0.15957,                0.08291,                 2.0282,                 4.5915,                 2.8673,             0.00041664,             0.00041664,             0.00041664
                     23,                 2.1464,                 3.8841,                 2.8819,                0.36777,                0.37742,                0.24595,                0.13849,                 1.8283,                 4.6527,                 2.6866,             0.00041144,             0.00041144,             0.00041144
                     24,                  2.157,                 3.7528,                 2.8247,                0.36278,                0.40667,                0.31518,                0.16548,                 1.9188,                 4.9405,                 2.7373,             0.00040623,             0.00040623,             0.00040623
                     25,                  2.167,                 3.6285,                 2.7249,                0.68787,                0.25266,                0.33234,                0.15948,                   1.97,                 4.3623,                 2.7162,             0.00040102,             0.00040102,             0.00040102
                     26,                 2.1845,                 3.6836,                 2.7708,                0.47722,                0.42156,                0.41861,                 0.2113,                 1.8084,                 3.8552,                 2.5226,             0.00039581,             0.00039581,             0.00039581
                     27,                 1.9724,                 3.5913,                  2.654,                0.71844,                0.10955,                0.38096,                0.16128,                  1.908,                 4.2538,                 2.9082,             0.00039061,             0.00039061,             0.00039061
                     28,                 2.0263,                 3.6497,                 2.6117,                0.74962,                0.15611,                0.33147,                0.13055,                 1.9184,                 4.3057,                 2.9559,              0.0003854,              0.0003854,              0.0003854
                     29,                 1.8652,                  3.451,                 2.4905,                0.85328,                0.17778,                0.43602,                0.15726,                 2.0165,                 4.2067,                 2.6922,             0.00038019,             0.00038019,             0.00038019
                     30,                 1.9904,                 3.4364,                 2.5298,                0.67354,                  0.257,                0.47195,                0.22349,                 1.9652,                 3.8935,                 2.7578,             0.00037499,             0.00037499,             0.00037499
                     31,                 1.8964,                 3.4214,                 2.4462,                0.45864,                0.48466,                 0.5544,                0.32625,                 1.4378,                 3.3832,                 2.3102,             0.00036978,             0.00036978,             0.00036978
                     32,                 1.8986,                 3.4098,                 2.4408,                0.59646,                0.23253,                0.42026,                0.23351,                 1.5324,                 3.7927,                 2.4537,             0.00036457,             0.00036457,             0.00036457
                     33,                 1.7638,                 3.4071,                 2.4159,                0.59581,                0.19307,                0.39277,                 0.2023,                 1.7786,                 3.9034,                 2.4101,             0.00035936,             0.00035936,             0.00035936
                     34,                   1.81,                 3.3235,                 2.4455,                0.38599,                0.54977,                0.45495,                0.26508,                 1.5496,                 3.6241,                 2.1145,             0.00035416,             0.00035416,             0.00035416
                     35,                 1.7674,                 3.3917,                  2.373,                0.39392,                0.52984,                0.50982,                 0.3397,                 1.3561,                 3.4153,                 2.0407,             0.00034895,             0.00034895,             0.00034895
                     36,                 1.6685,                 3.2163,                 2.2846,                0.53454,                0.65819,                0.68909,                0.47605,                  1.318,                 3.1032,                 1.9665,             0.00034374,             0.00034374,             0.00034374
                     37,                 1.6022,                 3.1378,                 2.2856,                0.52368,                0.64568,                0.68623,                0.47065,                 1.2892,                 3.2418,                 2.0429,             0.00033853,             0.00033853,             0.00033853
                     38,                 1.5595,                 3.0633,                 2.1895,                0.62544,                0.59588,                 0.7128,                0.43642,                 1.5322,                 3.2642,                 2.1575,             0.00033333,             0.00033333,             0.00033333
                     39,                 1.6859,                 3.1639,                 2.3147,                0.60836,                0.62686,                0.72799,                0.53342,                 1.0929,                 3.0912,                 1.9719,             0.00032812,             0.00032812,             0.00032812
                     40,                 1.5588,                 2.9961,                 2.1827,                0.56573,                0.59001,                0.69173,                0.48026,                  1.217,                 3.1535,                 1.9886,             0.00032291,             0.00032291,             0.00032291
                     41,                 1.6274,                 3.0225,                 2.2431,                 0.4755,                0.72217,                0.67902,                0.47535,                 1.1558,                 2.9789,                 1.8709,              0.0003177,              0.0003177,              0.0003177
                     42,                 1.5813,                 3.0004,                 2.2004,                0.56122,                0.82158,                0.72265,                0.55133,                 1.0291,                 2.8506,                  1.784,              0.0003125,              0.0003125,              0.0003125
                     43,                 1.5666,                  2.924,                 2.1155,                0.53249,                0.71902,                0.71796,                0.54163,                 1.0558,                 2.8648,                 1.9128,             0.00030729,             0.00030729,             0.00030729
                     44,                 1.5157,                 2.8235,                 2.1046,                0.60355,                 0.6024,                0.71154,                 0.4963,                 1.1661,                 3.1293,                 2.2499,             0.00030208,             0.00030208,             0.00030208
                     45,                 1.5786,                 2.9367,                 2.1726,                0.60331,                 0.5736,                0.72058,                0.52293,                 1.1747,                 3.1199,                 2.0941,             0.00029687,             0.00029687,             0.00029687
                     46,                 1.5881,                 2.9616,                 2.1705,                0.52939,                0.70523,                0.75196,                0.55146,                 1.0955,                 2.7015,                  1.785,             0.00029167,             0.00029167,             0.00029167
                     47,                 1.5239,                 2.9122,                  2.152,                0.71889,                0.70794,                0.82594,                0.60523,                 1.0956,                 2.7255,                 1.7943,             0.00028646,             0.00028646,             0.00028646
                     48,                 1.4031,                 2.8225,                 2.0945,                0.66642,                0.73731,                0.81655,                0.59617,                 1.1359,                 3.0603,                 1.9998,             0.00028125,             0.00028125,             0.00028125
                     49,                  1.461,                 2.8581,                 2.0389,                0.69079,                0.70533,                0.80328,                0.61758,                 1.0109,                 2.9095,                 1.9566,             0.00027604,             0.00027604,             0.00027604
                     50,                 1.3669,                  2.759,                 2.0025,                0.74955,                0.69897,                0.80929,                0.57268,                 1.1039,                 2.6333,                 1.8008,             0.00027084,             0.00027084,             0.00027084
                     51,                 1.5369,                 2.8395,                 2.0853,                0.53459,                0.75802,                0.76649,                0.59123,                  1.005,                 2.7971,                 1.7644,             0.00026563,             0.00026563,             0.00026563
                     52,                 1.4835,                 2.8305,                 2.0489,                0.68113,                0.73982,                0.84203,                0.66268,                0.95724,                 2.6458,                 1.7651,             0.00026042,             0.00026042,             0.00026042
                     53,                 1.4486,                 2.7655,                 2.0498,                0.76086,                0.71628,                0.87527,                0.66874,                0.97603,                 2.4474,                 1.7648,             0.00025522,             0.00025522,             0.00025522
                     54,                  1.352,                 2.6896,                 1.9647,                 0.6474,                0.81789,                0.86996,                0.63174,                 1.0964,                 2.4533,                 1.7189,             0.00025001,             0.00025001,             0.00025001
                     55,                 1.3875,                 2.6807,                 1.9374,                0.66012,                 0.8874,                0.85959,                0.63052,                 1.0874,                 2.5013,                 1.7087,              0.0002448,              0.0002448,              0.0002448
                     56,                 1.3858,                 2.7038,                 2.0039,                0.77624,                 0.8754,                0.90571,                0.72192,                0.89031,                 2.2753,                 1.6369,             0.00023959,             0.00023959,             0.00023959
                     57,                 1.3594,                 2.6872,                 1.9687,                0.66959,                0.78773,                0.85728,                0.70155,                0.84242,                 2.4026,                 1.6049,             0.00023439,             0.00023439,             0.00023439
                     58,                 1.3662,                 2.6315,                 1.9319,                0.75567,                0.78123,                0.88584,                0.72211,                0.84278,                 2.2734,                   1.58,             0.00022918,             0.00022918,             0.00022918
                     59,                 1.3367,                 2.5989,                 1.9498,                0.81325,                0.77412,                0.88812,                0.73669,                0.80486,                 2.2248,                 1.5757,             0.00022397,             0.00022397,             0.00022397
                     60,                 1.2751,                 2.6102,                 1.8863,                0.74514,                 0.7947,                0.86437,                0.69165,                 0.8897,                 2.3035,                 1.6626,             0.00021876,             0.00021876,             0.00021876
                     61,                 1.3536,                 2.5328,                 1.9403,                0.84329,                0.85384,                0.92375,                0.75481,                0.83347,                 2.1458,                 1.6154,             0.00021356,             0.00021356,             0.00021356
                     62,                 1.2759,                 2.5655,                 1.9462,                0.85745,                 0.8566,                0.94353,                  0.783,                0.77948,                 2.0397,                 1.5374,             0.00020835,             0.00020835,             0.00020835
                     63,                 1.3795,                 2.6049,                 1.9495,                0.85099,                0.82872,                 0.9168,                 0.7651,                0.77526,                 2.1545,                 1.5636,             0.00020314,             0.00020314,             0.00020314
                     64,                 1.2968,                 2.4755,                 1.8805,                0.86166,                 0.8614,                0.94273,                0.76994,                 0.8344,                  2.195,                 1.6622,             0.00019793,             0.00019793,             0.00019793
                     65,                  1.278,                 2.5529,                 1.8698,                0.86444,                0.89747,                0.95178,                0.79187,                0.79412,                 2.1633,                 1.6509,             0.00019273,             0.00019273,             0.00019273
                     66,                 1.2845,                 2.5158,                 1.9139,                 0.8621,                0.79588,                 0.9282,                0.77266,                 0.7729,                 2.0844,                 1.5896,             0.00018752,             0.00018752,             0.00018752
                     67,                 1.2336,                 2.4379,                 1.8472,                0.79274,                0.88672,                0.93479,                 0.7588,                 0.8047,                 2.0525,                  1.625,             0.00018231,             0.00018231,             0.00018231
                     68,                 1.2706,                 2.4399,                 1.8801,                0.77011,                0.88367,                 0.9329,                0.78196,                0.74619,                 2.0094,                 1.5723,              0.0001771,              0.0001771,              0.0001771
                     69,                 1.1762,                 2.4169,                 1.8232,                0.85887,                0.86022,                0.93661,                0.76306,                0.80823,                 2.0223,                 1.5924,              0.0001719,              0.0001719,              0.0001719
                     70,                 1.2542,                 2.4482,                  1.831,                 0.8513,                0.92992,                0.96705,                0.81533,                0.71995,                 1.9987,                 1.5993,             0.00016669,             0.00016669,             0.00016669
                     71,                 1.2014,                 2.2742,                 1.8034,                0.84787,                0.92834,                0.94923,                0.80937,                0.70671,                 2.0366,                 1.6027,             0.00016148,             0.00016148,             0.00016148
                     72,                 1.2961,                 2.4504,                 1.8986,                0.89168,                0.90202,                  0.939,                 0.7648,                0.84203,                 2.0629,                 1.5652,             0.00015627,             0.00015627,             0.00015627
                     73,                 1.2833,                 2.4809,                 1.8515,                0.89758,                0.87338,                0.94902,                0.77006,                0.85522,                 1.9955,                 1.5106,             0.00015107,             0.00015107,             0.00015107
                     74,                 1.2362,                 2.3584,                  1.802,                0.88239,                0.92571,                0.97504,                0.81438,                0.75847,                 1.8809,                 1.4774,             0.00014586,             0.00014586,             0.00014586
                     75,                 1.2381,                 2.3364,                 1.8822,                0.91036,                0.88178,                0.96301,                0.82198,                0.72684,                 1.8714,                  1.476,             0.00014065,             0.00014065,             0.00014065
                     76,                 1.2493,                 2.3385,                  1.789,                0.91531,                0.89299,                0.96423,                0.77837,                0.89566,                 1.9471,                 1.5512,             0.00013544,             0.00013544,             0.00013544
                     77,                 1.2097,                 2.2696,                 1.7569,                0.89937,                0.90763,                0.97557,                0.82566,                 0.7511,                 1.8611,                 1.5164,             0.00013024,             0.00013024,             0.00013024
                     78,                 1.2413,                 2.2851,                 1.8178,                0.89214,                0.87385,                 0.9671,                0.82226,                0.70017,                 1.9548,                 1.5424,             0.00012503,             0.00012503,             0.00012503
                     79,                 1.2453,                 2.3749,                 1.8279,                0.85349,                0.95557,                0.97529,                0.82496,                 0.6895,                 1.8601,                 1.5211,             0.00011982,             0.00011982,             0.00011982
                     80,                 1.2671,                 2.3566,                 1.8578,                0.84035,                0.94348,                0.96821,                0.81008,                0.73673,                 1.8718,                 1.5564,             0.00011462,             0.00011462,             0.00011462
                     81,                 1.1878,                 2.2304,                 1.8152,                0.84953,                0.90598,                0.97717,                0.82554,                0.72722,                 1.9088,                 1.5645,             0.00010941,             0.00010941,             0.00010941
                     82,                 1.1813,                 2.2731,                 1.8029,                0.91668,                0.91166,                0.99184,                0.83856,                  0.699,                 1.7969,                 1.5197,              0.0001042,              0.0001042,              0.0001042
                     83,                 1.1401,                 2.2426,                 1.7587,                 0.9259,                0.92846,                 0.9907,                0.86042,                0.64895,                 1.7248,                  1.454,             9.8993e-05,             9.8993e-05,             9.8993e-05
                     84,                 1.1409,                 2.1786,                 1.7701,                0.89373,                0.95412,                0.98901,                0.84869,                0.70019,                 1.7183,                 1.4339,             9.3786e-05,             9.3786e-05,             9.3786e-05
                     85,                 1.2064,                 2.1815,                 1.8179,                0.89855,                 0.9394,                0.98682,                0.84487,                0.70803,                  1.697,                 1.4494,             8.8578e-05,             8.8578e-05,             8.8578e-05
                     86,                 1.1951,                 2.2464,                  1.826,                0.92974,                0.92242,                0.98581,                0.85128,                0.67338,                 1.7171,                 1.4813,             8.3371e-05,             8.3371e-05,             8.3371e-05
                     87,                 1.1304,                 2.2772,                 1.7991,                0.92317,                0.90136,                0.98158,                0.85533,                0.64383,                 1.7434,                 1.4858,             7.8164e-05,             7.8164e-05,             7.8164e-05
                     88,                 1.1296,                  2.184,                 1.7429,                0.92114,                0.90755,                0.98696,                0.86562,                0.62524,                 1.7216,                 1.4563,             7.2956e-05,             7.2956e-05,             7.2956e-05
                     89,                 1.1401,                 2.2325,                 1.7484,                0.93933,                0.92964,                0.99184,                0.87549,                0.61501,                 1.6859,                 1.4371,             6.7749e-05,             6.7749e-05,             6.7749e-05
                     90,                 1.1507,                 2.1683,                 1.7461,                0.94717,                0.93382,                0.99225,                0.87365,                0.61036,                 1.6732,                 1.4151,             6.2541e-05,             6.2541e-05,             6.2541e-05
                     91,                0.91889,                 2.0938,                 1.6974,                0.95528,                0.92278,                0.99225,                0.86803,                0.62606,                 1.6932,                 1.4253,             5.7334e-05,             5.7334e-05,             5.7334e-05
                     92,                 0.9043,                 2.0951,                 1.7139,                0.92562,                0.93978,                 0.9887,                0.80776,                0.79714,                  1.735,                  1.481,             5.2127e-05,             5.2127e-05,             5.2127e-05
                     93,                0.88978,                 2.1187,                 1.7511,                 0.9353,                0.93983,                0.98564,                0.78559,                0.87978,                 1.7835,                 1.5138,             4.6919e-05,             4.6919e-05,             4.6919e-05
                     94,                 0.8209,                 1.9822,                 1.6405,                0.90681,                0.94519,                0.97673,                0.82624,                0.72498,                 1.7583,                 1.4684,             4.1712e-05,             4.1712e-05,             4.1712e-05
                     95,                0.74903,                 1.9661,                 1.5868,                0.89781,                0.94758,                 0.9843,                0.85466,                 0.6503,                 1.7533,                 1.4553,             3.6504e-05,             3.6504e-05,             3.6504e-05
                     96,                0.77965,                 1.8984,                 1.6192,                0.91907,                0.96078,                0.99111,                0.87129,                0.62657,                 1.7312,                 1.4599,             3.1297e-05,             3.1297e-05,             3.1297e-05
                     97,                0.78608,                 1.8154,                 1.6708,                0.93346,                0.99333,                0.99136,                0.86981,                0.62988,                 1.7164,                 1.4616,              2.609e-05,              2.609e-05,              2.609e-05
                     98,                0.75951,                 1.8261,                 1.6138,                0.95303,                0.98829,                0.99184,                0.86362,                0.64597,                  1.728,                 1.4634,             2.0882e-05,             2.0882e-05,             2.0882e-05
                     99,                0.72386,                 1.7346,                 1.5276,                0.95468,                0.98708,                0.99184,                0.86978,                0.63722,                 1.7244,                 1.4588,             1.5675e-05,             1.5675e-05,             1.5675e-05
                    100,                0.72819,                 1.8064,                 1.5985,                0.95801,                0.98768,                0.99184,                0.87603,                0.61638,                 1.7038,                 1.4416,             1.0467e-05,             1.0467e-05,             1.0467e-05
